date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:46:51	239771/239771	---M-Z	200	added ('OK')	text/html	etag:W/%22e1f0164fef7d71886ba07ab1f4937ed8%22	https://pocomart.mysapo.net/dien-gia-dung-nha-bep	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/dien-gia-dung-nha-bep.html	(from https://pocomart.mysapo.net/)
16:46:52	189987/189987	---M-Z	200	added ('OK')	text/html	etag:W/%222ecde38f7f74258e8b472b68b983a1d8%22	https://pocomart.mysapo.net/laptop-thiet-bi-it	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/laptop-thiet-bi-it.html	(from https://pocomart.mysapo.net/)
16:46:52	189826/189826	---M-Z	200	added ('OK')	text/html	etag:W/%22ab6d973bffc174d6c86e34973c8c3945%22	https://pocomart.mysapo.net/may-choi-game-tro-choi	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/may-choi-game-tro-choi.html	(from https://pocomart.mysapo.net/)
16:46:52	189904/189904	---M-Z	200	added ('OK')	text/html	etag:W/%227a8ca81dbd0bc7dc64f1d0cd7b587f43%22	https://pocomart.mysapo.net/trang-suc-sanh-dieu	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/trang-suc-sanh-dieu.html	(from https://pocomart.mysapo.net/)
16:46:53	261097/261097	---M-Z	200	added ('OK')	text/html	etag:W/%22470b8f6772e73b0e90b20e6775fc92a5%22	https://pocomart.mysapo.net/thoi-trang-lam-dep	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/thoi-trang-lam-dep.html	(from https://pocomart.mysapo.net/)
16:46:53	258694/258694	---M-Z	200	added ('OK')	text/html	etag:W/%22b02553efc40096a15b1731f9621e9b3b%22	https://pocomart.mysapo.net/san-pham-khuyen-mai	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/san-pham-khuyen-mai.html	(from https://pocomart.mysapo.net/)
16:46:53	258613/258613	---M-Z	200	added ('OK')	text/html	etag:W/%22f935401bb9abbad8c175bcf609e9d185%22	https://pocomart.mysapo.net/thoi-trang-nu	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/thoi-trang-nu.html	(from https://pocomart.mysapo.net/)
16:46:54	200831/200831	---M-Z	200	added ('OK')	text/html	etag:W/%22c53ef613be9cec25b74fb888657c49f1%22	https://pocomart.mysapo.net/thoi-trang-nam	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/thoi-trang-nam.html	(from https://pocomart.mysapo.net/)
16:46:54	189150/189150	---M-Z	200	added ('OK')	text/html	etag:W/%22853dbae8643b10dd856049dd84de47f6%22	https://pocomart.mysapo.net/dong-ho-trang-suc	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/dong-ho-trang-suc.html	(from https://pocomart.mysapo.net/)
16:46:54	236762/236762	---M-Z	200	added ('OK')	text/html	etag:W/%222e6d92c85f156c74c1fbecf5f10aabb1%22	https://pocomart.mysapo.net/giay-dep-nu	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/giay-dep-nu.html	(from https://pocomart.mysapo.net/)
16:46:54	236758/236758	---M-Z	200	added ('OK')	text/html	etag:W/%22c38fe799a369586c7f0fdba4a51d85fd%22	https://pocomart.mysapo.net/giay-dep-nam	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/giay-dep-nam.html	(from https://pocomart.mysapo.net/)
16:46:55	189149/189149	---M-Z	200	added ('OK')	text/html	etag:W/%220e17a813c90ccb59b5e14de424da03aa%22	https://pocomart.mysapo.net/phu-kien-thoi-trang	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/phu-kien-thoi-trang.html	(from https://pocomart.mysapo.net/)
16:46:55	203905/203905	---M-Z	200	added ('OK')	text/html	etag:W/%220eab91c86657333a91d87f26369bec2e%22	https://pocomart.mysapo.net/nha-cua-doi-song	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/nha-cua-doi-song.html	(from https://pocomart.mysapo.net/)
16:46:55	190083/190083	---M-Z	200	added ('OK')	text/html	etag:W/%22fbfed6499f7846d2fe08ba79d46e5c44%22	https://pocomart.mysapo.net/sach-tieu-thuyet	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/sach-tieu-thuyet.html	(from https://pocomart.mysapo.net/)
16:46:56	178121/178121	---M-Z	200	added ('OK')	text/html	etag:W/%22f532ba899b62a831c7ae89806f121be6%22	https://pocomart.mysapo.net/gioi-thieu	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/gioi-thieu.html	(from https://pocomart.mysapo.net/)
16:46:56	202398/202398	---M-Z	200	added ('OK')	text/html	etag:W/%22b851216ce8a9493fabbbb0f48626f8fa%22	https://pocomart.mysapo.net/tin-moi-nhat	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/tin-moi-nhat.html	(from https://pocomart.mysapo.net/)
16:46:56	199835/199835	---M-Z	200	added ('OK')	text/html	etag:W/%22ab8603a846532d7640a8ba4b1c359d24%22	https://pocomart.mysapo.net/tin-tuc	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/tin-tuc.html	(from https://pocomart.mysapo.net/)
16:46:56	192129/192129	---M-Z	200	added ('OK')	text/html	etag:W/%2288ec13db23d2e077d803efe40db52f9a%22	https://pocomart.mysapo.net/doi-song	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/doi-song.html	(from https://pocomart.mysapo.net/)
16:46:57	189131/189131	---M-Z	200	added ('OK')	text/html	etag:W/%22747c06a2b4db0f1cbee76179c8e2137b%22	https://pocomart.mysapo.net/giao-duc	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/giao-duc.html	(from https://pocomart.mysapo.net/)
16:46:57	190886/190886	---M-Z	200	added ('OK')	text/html	etag:W/%22649e84f2f02635818b9ee9e278e9e4f4%22	https://pocomart.mysapo.net/khuyen-mai	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/khuyen-mai.html	(from https://pocomart.mysapo.net/)
16:46:57	192357/192357	---M-Z	200	added ('OK')	text/html	etag:W/%2256879846a36f1d6c53a6e82935258b2f%22	https://pocomart.mysapo.net/su-kien	E:/xampp/htdocs/LapTop_Tuan/pocomart.mysapo.net/su-kien.html	(from https://pocomart.mysapo.net/)
